startup_id,founder_id,session,societe,fondateur
C1622,F2174,12/2022,Papi'Pets,Emna Bellagha Achref Ksontini Chahrazed Remadi Mortadha Ouadday
C1623,F2175,12/2022,SunAir Fountain® : Générateur d’eau de boisson atmosphérique par le solaire,Rami Elgolli Luc Metivier
C1624,F2176,12/2022,Tennex Tunisie,Chahine Hamila
C1625,F2177,12/2022,WeMiam HappyTeams,Mohamed Aimen Jouini
C1626,F2178,12/2022,Cava.tn,Mohamed Ben Youssef
C1627,F2179,12/2022,FastCharging,Hamza Guizani Nizar Guizani
C1628,F2180,12/2022,SamRise,Mohamed Aziz Ben Mahmoud Mariem Hamzaoui Imed hanana Meriem Dkhil Feriel Ben Hassine Arbi Soussi
C1629,F2181,12/2022,OREADZ,Sami Mokaddem Atef Attia Aymen Draoui
C1630,F2182,12/2022,Laboratoire HYGIE,Sahbi Ben Lamine
C1631,F2183,12/2022,Culinary,Dhouha Kouki Asma Chebbi Elyes Somai
,F1346,12/2022,WMS,Mohamed Naoues Yosr Salhi
C1632,F2184,12/2022,Fabriquer les produits électroniques,Marwene Selmi
C1633,F2185,12/2022,Aram Clinic,Aymen Boujbel
C1634,F2186,12/2022,AsOne4Health,Abdelhalim Rafrafi
C1635,F2187,12/2022,Canadin,Aymen Jhidri Wassim Abdel Malek Mohamed Ali Ben Slimen Souad Belghith Dhiaeddinne Rahali
C1636,F2188,12/2022,Achref Bejaoui,Achref Bejaoui Ilyes Elgaied
C1637,F2189,12/2022,TGL - The German Lab,Adnen Ben Chagra Mohamed Elyess Kharroubi
C1638,F2190,12/2022,MTM SOLUTIONS,Marwa Agrebi Aymen Kassis
C1639,F2191,12/2022,Siraj'Tech,Majd Ghdiri Siwar Lachiheb Youssef Gorcia Houssem Cheffi
C1640,F2192,12/2022,Chfamma Ftour,Jihed Jed
C1641,F2193,12/2022,Marsix,Mohamed Amine Moussa
C1642,F2194,12/2022,TerraÏne,Zeineb Zardoumi
C1643,F2195,12/2022,Baktrain Solutions,Oumaya Mejri Hannachi Wassim Tezeghedenti Asma
,F1996,12/2022,TAOO,Walid Hached
C1644,F0224,12/2022,Taw Taw Group,Nacir Bouazizi
C1645,F1908,12/2022,DOTS TECHNOLOGY,Ali Koubaa Feryel Mechri Mohamed Koubaa
,F1907,12/2022,EquiBooster,Farouk Bouzouita Saber Elabidi Nadia Sghaier
C1646,F2196,12/2022,Karma solution,Sofiene Ben Hamida Mohamed Zied Razzegui Rania Zarg El Ayoun Khaled Taher
C1647,F1993,12/2022,EDATA WAREHOUSE,Kamel Chahed Fakhri Jemail
,F1951,12/2022,BIGDATIS,Ahlem Bouchahda Amine Fahem
C1648,F2197,12/2022,Feed In Green,Amal Khémira
,F2198,01/2023,Bambinosit,Nivine Mussa Essid Haithem
C1649,F2199,01/2023,Dooda,Mhamed Ali Abassi Omar Louzir Aziz Kaouech
C1650,F2200,01/2023,Crop's Talk,Rabeb Fersi Samir Chebil Chahine Fersi Yassine Awadni Riadh Jomaa
,F2201,01/2023,Pixii motors,Anis Fekih koutheir cherni Wafa Dhifi
,F2202,01/2023,Hawkar,Khadija Jallouli Seifeddine Aissa
C1651,F2203,01/2023,IASOTWIN,Mohamed Moez Touil Touil Mohamed Hamdi Linda Touil Yasmine Bziouech Houcem Eddine Ben Lasfar
C1652,F2204,01/2023,Smart For Green: Farm and Forest Fire Protection,Sahli Nader Sabri Sahli Karim Fathallah Rania Fathallah Mohamed-Hedi Mellekh Oussema Charbib Wael Fathallah Mohamed Ali Fathallah
C1653,F2205,01/2023,DigiMove,Iheb Lourimi Saif touzi Haoua Guezguez Nour Ladhari Nassim Bensassi Hfaiedh Bedoui
C1654,F2206,01/2023,Boky,Mohamed Aziz Brinis Othmane Barnis
C1655,F2207,01/2023,Train Your Mind,Ghofrane Ben Mabrouk Mohamed Khalil Ben Chebil Mohamed Salah Ouelhazi
C1656,F2208,01/2023,Mouqawel,Ikbel Sassi
C1657,F2209,01/2023,Link Park,Emna Skhiri Omar Triki
C1658,F2210,01/2023,URBAN DANCE,Ala Zrafi Mansoura Jilani
C1659,F2211,01/2023,Hbibty Market,Rahma Mabrouk Baha Wiem Agrebi EP Johnson Skander Benzarti Meriam Maaloul
C1660,F2212,01/2023,BusinessChat,Wifak Ghaddab Hayet El Ayeb
C1661,F2213,01/2023,YASLINE ENGINEERING,Nizar Romdhane Salsabil Mansouri
C1662,F2214,01/2023,LIGHTRESA,Mohamed Mellouki
C1663,F2215,01/2023,KLAP,Taoufik Belkhodja
C1664,F2216,01/2023,AGROVAL PLUS,Ataa Barkaoui Alaa Barkaoui
C1665,F2217,01/2023,Watar cover,Dhaker Boughattas Zied Chouikh
C1666,F2218,01/2023,Le dépanneur,Sabrine Rais Bouzgarrou Mahmoud Kortas
C1667,F2219,01/2023,COLISPO,Sana Hamdi Lasaad Geusmi Nasreddine Hnana Amor Skah
C1668,F2220,01/2023,Modèle SHE,Ahmed Chouikh Sara Ben Aissa Menel Azouz
C1669,F2221,01/2023,clik2read/MIP Livrel,Ahmed Sami Meksi Nebil Briki Ahmed Sami Meksi Meriem Zouari
C1670,F2222,01/2023,fulfillmentbridge,Ferjani Fethi Kais Khadraoui
C1671,F2223,01/2023,Machind Fitness,Marwen Boukattaya
,F1640,01/2023,C'mind,Maher Zahar Sabri Barbaria
C1672,F1995,01/2023,IZ AGRI,Imen Zouari Zineb Zouari
,F2144,01/2023,iziclaim,Ghassen Sghaier Mohamed Sghaier Senda Akili
,F2029,01/2023,Waf Waf House,Cyrine Atallah Emilio Illc La Peruta Ridha Bouasker Yusbely Nacary Jimenez Guerra Hassine Atallah
C1673,F2224,01/2023,Dyno & Motiva Systems,Moez Lidinellah Waddey Mohamad Obeid Mohamed Hedi Jridi
,F2109,01/2023,DIGITAL CITY INNOVATION,Hassouna Ben Jemaa Noomen Tounsi
C1674,F2030,01/2023,Thnity Maas,Anouar Abdelkoudous Bouassida Amina Garbouj Sayma Besbes
C1675,F2173,01/2023,OPKODERLABS,Walid Meddeb Mohamed Aziz Lahkimi
C1676,F2143,01/2023,YARI PROJECT,Mohamed Adel Tarki Mohamed Nejib Bejar
C1677,F2151,01/2023,WHEELZ,Salim Benaoun Mohamed Wassim Abidi Hela Msaddek
C1678,F2225,01/2023,XTENDPLEX S A R L,XTENDPLEX
,F2226,01/2023,Polysmart,Polysmart
C1679,F2227,02/2023,Linkivia,Khadija Aa Naoufel Nabli
C1680,F2228,02/2023,Replic-A,Mejdi Bouafif Wissem Jerbi Sonia Issaad
,F1920,02/2023,TUNISIA BAITS,Ahmed Malek Marwen Mokdad
C1681,F2229,02/2023,Tunisian Campers,Mohamed Temimi
C1682,F1354,02/2023,Tsiwrat Stock,Rania Makhlouf Firas Chetouane
C1683,F2230,02/2023,Advantry X,Adam Bouchaala Kawthar Ayedi
C1684,F2231,02/2023,KOM YA,Imene Aidi Yosra Aydi Meriam Aidi
C1685,F2232,02/2023,My Brain,Wissal Dhuib Rahma Harzi Yasmine Ben Saad
C1686,F1501,02/2023,TOF: Tyres On Fire,Yassine Boumaiza Oussama Bel Hadj Ali
C1687,F2233,02/2023,cercina.ai,Ahmed Ben Othman Oussema Bennour Dhiaeddine Gharsallah
C1688,F2234,02/2023,Grün Skincare,Foued Kilani Djazia Messous
C1689,F2235,02/2023,Xpro,Zied Hriz Yosra Tahri
C1690,F2236,02/2023,Giy.tn,Haythem Il Banney Jihed Chemlali
,F2237,02/2023,A.M.I.S.,Amel Ben Ammar Elgaïed Rabie Razgallah
C1691,F2238,02/2023,Ziwziw Family Friend ﺔﻠﺋﺎﻌﻟا ﻖﻳﺪﺻ ﻮزﻮز,Siwar Mechri Nawres Mechri Samar Zardi Yassmine Dahmene
C1692,F2239,02/2023,COADIS,Chaker Trabelsi Imen jridi
,F2240,02/2023,Parkey,Mehdi Romdhane
C1693,F2241,02/2023,Thiqab,Kaouther Hedhly
C1694,F2242,02/2023,Cerf.tn,Aicha Zahou Sameh Ben Hmida
C1695,F2243,02/2023,ITEM TUNISIA,Abdessalem Barkia
,F1970,02/2023,DigiQuorum,Nawel Brahmi
C1696,F2244,02/2023,Addval Soluons,Aymen El Kadhi Noamen Hassen
C1697,F2245,02/2023,Ukka,Jean David Rombi Ukka Ukka
,F1889,02/2023,CG-Box,Abdelhedi Montassar Mohamed Triki
C1698,F2246,02/2023,Arfis,Houssem Ben Romdhane Ahmed Bellagha
C1699,F2247,02/2023,Afar tunisie,Malek Radhouen
C1700,F2248,02/2023,Moneymakr,Imen Meah Karima Makhlouf
C1701,F2249,02/2023,NER,Imen Moncer Abderrahmen Ben Ouaghrem Houssem Ben Cheikh Maher Naouali
C1702,F2250,02/2023,NEWAY Soluons,Alaa Maaoui Amen Khlifi
,F2251,02/2023,Never Lost,Omar Baccar Hager Bouchoucha Sofiene Mokhbi
C1703,F2252,02/2023,booky,Mohamed Ali Bousboo Emna Bousboo
C1704,F2253,02/2023,Tunisie Colis,Zied Beldi Anis Harzallah Mohamed Salah Mzoughi Ahmed Bakh
C1705,F2254,02/2023,EyTecFarm,Malek Ben Mbarek Loi Msaddak Mohamed Ali Foura Imen Hbiri
C1706,F2255,02/2023,Voltat Technologies,Fedia El Ayeb Ayeb Fahmi Saadi Mohamed Sghaier Mohamed Wael
,F2035,02/2023,Caminova,Salma Bessalah Sihem Bessalah
C1707,F2031,02/2023,SOCIETE SAGUEDNI,Oussama Dhahri Amine Chortani Hadil Fouli
C1708,F2256,02/2023,BLUEPSOL,Eskander Alaya Ahmed Baccouch Chaima GRIRA
C1709,F2033,02/2023,SOCIETE INNOVEGA,Rami Khouja Rym Ghribi Amira Ben Abdeljelil
,F2112,02/2023,MRC SURVEY,Mohamed Turki Skander Hadj Mabrouk
C1710,F2187,02/2023,Workly Hub,Aymen Jhidri Wassim Abdel Malek Mohamed Ali Ben Slimen Souad Belghith Dhiaeddinne Rahali
C1711,F2027,02/2023,BEE SPRING,Chedly Ellijimi
C1712,F2257,02/2023,Avempace SARL,Avempace
C1713,F2258,03/2023,OSTELFLOW,Mehdi Tatar Amine Riahi Lilia Skhiri
C1714,F2259,03/2023,Tunarco,Nassira Barhoumi Marwen El Bari
C1715,F2260,03/2023,Gloristory,Héla Majdoub Afef Majdoub
C1716,F2261,03/2023,CIVILAB,Zied Ayedi Amine Grichi Ali Ben Mohamed
C1717,F2262,03/2023,DLSgaming,Mansour Noucair Mansour Haroun Khalil Dridi
C1718,F2263,03/2023,Detavoon,Mohamed Salem Luay Ben Ali
C1719,F2264,03/2023,Laboratoire SCI,Chokri Nader
C1720,F2265,03/2023,Contigo Booking Events,Mouayed Errahmene Sahnoun Wassim Ayari
C1721,F2266,03/2023,Innovation production Services,Mehdi Ben Abdallah Hichem Mansour Chris Bennie
C1722,F2267,03/2023,ARRIMA-AGRITECH,Majdi Saidi Khouloud Ghorraf
C1723,F2268,03/2023,Probe.tn,Mohamed Kristou Mohamed Hedi Jebali
C1724,F2269,03/2023,MIGsens,Adnane Abdelghani Khalifa Aguir
C1725,F2270,03/2023,iTrend,Mohamed Ali Blaiti
C1726,F2271,03/2023,RAF TELCOS,Fayçal Hamrouni Sami Karzout
C1727,F2272,03/2023,Digify,Mehdi Ben Hassine Khaled Ben Hassine
C1728,F2273,03/2023,Green foods traiteur vegan,Fatma Houissa Nefaa Abdessalem
C1729,F2274,03/2023,Bridella,Rihab Hmida Amel Amamou Firas Boukhriss
C1730,F2275,03/2023,Curve & Smiles,Manel Souai Mohamed Benyaiche Anas Ben Yaiche
C1731,F2276,03/2023,DEKORTIK PLUS,Foued Jaballah
C1732,F2277,03/2023,HIVE,Idris Tlili Dirar Rtima Aymen Tlili Wiem Tlili Maycène Mejri
,F2278,03/2023,Ostedhy,Yassine Boubaker
C1733,F2279,03/2023,Studenty,Sabryn Hamrouny Wael Belaid Ibrahim Sarray Manel Abdelwahed
C1734,F2280,03/2023,DourbIA,Ines Hassoumi Alia Belkaid
C1735,F2281,03/2023,CourZelo,Khaled Ben Hafaiedh
C1736,F2282,03/2023,"ASTlab (Art, Science and Technology Lab)",Nouha Ben Lahbib Najla Trabelsi
C1737,F2283,03/2023,Parkito,Haithem Souissi Fares Ben Younes Dhia eddine Ben Haddada Ahmed Souissi
C1738,F2284,03/2023,Loesa ( ةزﯾوﻟ ),Anouar Hamdaoui Marwa Selmi
C1739,F2285,03/2023,ImproBrain,Walid Smaoui Fares Jaloul Marwen Chaabouni
C1740,F2286,03/2023,Smart Maintenance & Control,Saber Lefi
C1741,F2287,03/2023,InstaLink,Oussema Boukeri
C1742,F2288,03/2023,Ai Cv Lab,Anis Harbaoui Radhouen Harbaoui Zied Rajhi
C1743,F2289,03/2023,SOK'ARI,Manel Mrad Mohamed Amine Mrad
C1744,F2290,03/2023,Doulicha,Montassar Ben Hmidene Narjess Bouslama Moataz Ben Hmidene
C1745,F2291,03/2023,Zarty,Abir Guecha Boudhina Seifeddine
C1746,F2042,03/2023,SPADES,Karim Gharbi
C1747,F2292,03/2023,Imova,Fadhel Sassi Yassine Dhane
C1748,F2293,03/2023,Digitalimmo,Haythem Chebbi Imen Masmoudi Wajdi Omrani Tarek Thabet Mariangela Paparo Hanen Ben Ammou
,F2150,03/2023,ID grouping&connect,Ftouma Bannour Mahdi Ben Ahmed
C1749,F2205,03/2023,DM NOVA,Iheb Lourimi Saif touzi Haoua Guezguez Nour Ladhari Nassim Bensassi Hfaiedh Bedoui
C1750,F2294,03/2023,ELINA DEV,Chouchene Achref Mohamed Houcem Eddine Ibn Essghaier Khouloud Essghaier Nermine Abid
C1751,F2111,03/2023,JEUCIJAN,Wael El Amri Helmi Bouraoui Cherif
,F2108,03/2023,ContyFind,Aymen Sarraj Maan Mrabet Hassen Tahri
C1752,F2295,04/2023,Bi'nergy,Mohamed Wali Helmi Ben Amara
C1753,F2296,04/2023,ONECLOUD,Helmi Ben Amara Mustafa Almawsoof
C1754,F2297,04/2023,ECOFEED Tunisie,Malak Boukthir Khoubaieb Samir
C1755,F2298,04/2023,Servini,Ramzi Hachicha Mohamed Achraf Jomaa Zied Hachicha Dhia eddine Abdelli
C1756,F2015,04/2023,Pas Comme Eux,Ahmed Bahaeddine Abdelwahed Ghofrane Amdouni
C1757,F2299,04/2023,H eco ferme,Hedi Amorri Aboud Fatma
C1758,F2300,04/2023,Xgenbox,Naoufel Ben Moussa Kais Jrad Mohamed salah Nachi Selim Ben Mansour
C1759,F2301,04/2023,The Package Center,Souheil Sassi
C1760,F2302,04/2023,Bytale Games,Saadaoui Ghassen
C1761,F2303,04/2023,Oriwood/ Entreprise Wahy artisan du bois,Farouk Wahi
C1762,F2304,04/2023,Teachica,Hichem Amami Moatassem Belleh Guesmi
C1763,F2305,04/2023,NORMA TUNISIE,Rejeb Chaalia Khaled Hadj Ali Jawad Alaoui M'hammed
C1764,F2306,04/2023,SURVIVE RESILIENCE,Raouf Riahi Walaeddine Riahi Noura Nasri
C1765,F2307,04/2023,droplocal.ai,Amine Abdennour
C1766,F0713,04/2023,souk elfalleh,Riadh Felhi
C1767,F1471,04/2023,Twansa,Rani Ben Mahmoud Safa Rzig
C1768,F2308,04/2023,Karhabti.app,Adnen Mrad Amina Chouchane Sanda Doghmen
C1769,F1965,04/2023,Kosmos technologies,Wassim Amri
C1770,F2309,04/2023,IrWise,Mohamed Mekki Maalej Marouen HAMMAMI Mohamed Dhaouafi Morsi Hamza Hedi Neifar
C1771,F2310,04/2023,Alifa,Olfa Abid Karim Gharbi
,F2311,04/2023,cell pulse,Jihed Jridi Salem Hamidi Halima Mahjoubi Elhem Cheour Neder Hamidi
C1772,F2312,04/2023,"Conception, formulation et production de dispositifs pharmaceutiques à base de principes actifs de plantes aromatiques et médicinales pour le",Zohra Aloui-Zarrouk
C1773,F2313,04/2023,traitement des altérations cutanées iRnafnecdteéves et non infectées.,Mohamed Regaieg Younes Regaieg Safa Rekik
C1774,F2314,04/2023,Beitary,Firas Jribi
C1775,F2315,04/2023,GET BIG FAST,Jean-David Rombi
C1776,F2316,04/2023,WEeFARM,Jasser Ben Saad Ayeb Rihab Rayen Ben Saad
C1777,F2317,04/2023,ShooFu,Khawla Hadriche Houcem Ameur
C1778,F2318,04/2023,halli.tn,Farouk Ben Jaafar
C1779,F2319,04/2023,Noah,Mohamed Thamlaoui Khaoula Souf Rochdi Bchini
C1780,F2320,04/2023,BME-Power,Mohamed Bouazizi Youssef Kaabechi
C1781,F2321,04/2023,ECORISE,Morci Telmoudi Safa Jridi
C1782,F2322,04/2023,trymyculture,Issam Barhoumi Hassan Khadhri
C1783,F2323,04/2023,BiBin,Firas Hakim
C1784,F2324,04/2023,Metamax,Houssem Saadi
,F2087,04/2023,HealthyGO,Hayfa Oueslati
C1785,F2325,04/2023,goodbye,Dalel Manai
C1786,F2326,04/2023,AI WITH YOU,Hayouni Rafedh Nasreddine Nasri Mohamed Fateh Hajjej
C1787,F2327,04/2023,Au delà du Bio,Hajer Terras Heithe Zaghouani
C1788,F2328,04/2023,BE beverages,Abdelhak Moussa Ahlem Zrig Mohamed Maher Elbekri
C1789,F2329,04/2023,verified authentic,Imed mabrouk Firas Mabrouk
C1790,F2330,05/2023,Acalainer,Yosr Halleb Oussama Bahri Mariem Allouche
C1791,F2331,05/2023,Live Metrics,Sarah Lamine Khalil Ben Said Karim Bouafif Kerchaoui Amine
C1792,F2332,05/2023,FALKU,Slim Makhlouf Khaled Omri Ali Amamou
C1793,F2333,05/2023,Time and Money Tracker,Yousri Hajri Ahmed Ayadi
C1794,F2334,05/2023,Deepnrise,Abdelkader Boussetta Youssef Meddeb Nizar Ayadi
C1795,F2335,05/2023,2Y2S,Chermiti Rami Chermiti
C1796,F2336,05/2023,Gigsdesk,Koussay Noomene Iyed Ghribi Nabil Amara
C1797,F2337,05/2023,Lyceena,Rayen Bouajaja Jawher Thabet Fakher Bourray
C1798,F2338,05/2023,INFINITE,Moez Jemaa
C1799,F2339,05/2023,SMOFT,Aymen Gahbiche
C1800,F1423,05/2023,Wildkard,Skander Chouka
C1801,F2340,05/2023,Ecobees,Mohamed Dhaouafi Ali Dhaouafi Ahmed Dhaouafi
C1802,F2341,05/2023,BFP,Boubaker Elaabed
C1803,F2342,05/2023,immersion3D,Omar Mellouli Amira Jihène Kalai Mohamed mohamed Siwar Ben Abdelwahed
,F2343,05/2023,Campus Numérique des métiers,Fethi Zoghlami Abeidi Slim
C1804,F2344,05/2023,Green Card,Ismail Ibala Nebil Aydi
C1805,F2345,05/2023,South Fruits,Thouraya Rajah
C1806,F2346,05/2023,Djerba Digital,Younsi Alaeddine Mahjoubi Wael Yassine Ben Ghorbal
C1807,F2347,05/2023,E-KMANDI,Baha Hajri
C1808,F2095,05/2023,EasyBank,Mohamed Khelifi Maher Khelifi
C1809,F2348,05/2023,Jhonny Bikes,Mohamed Bouhaouala Miriam Abdeljaouad
C1810,F2349,05/2023,Arzaak,Jihene Arzaak Eya Akir Racha Chwiref
C1811,F2350,05/2023,Tunisie RGPD,Wissal Douissa Rayen Cherni Slim Abdejalil
C1812,F2351,05/2023,Elevage des insectes (nutri-protéine),Abed Helmi Abed
C1813,F2352,05/2023,HelpyGo,Mohamed Melki Yacine Maaroufi Amani khalfaoui
C1814,F2353,05/2023,OneGlobb,Safouene Ratel Younes Saidani Marouene Ratel
C1815,F2354,05/2023,Multiverse AI,Aymen Yahyaoui Amine Mosbah
C1816,F2355,05/2023,lingerie.tn,Zarami Manel Zarami
C1817,F2356,05/2023,Lanci.io,Nada Chatti Mahdi Taghouti Takwa Ben Abdessalem Wifek Ben Romdhane
,F2357,05/2023,SPADES,Karim Gharbi Marcel Deturche Selim Mohamed Gharbi
C1818,F2358,05/2023,Ontej,Mohamed Amine Ouchari Oussema Baklouti
C1819,F2359,05/2023,Ethic Data,achref Baklouti ESazzmaehhra L Hoaumhidchii Aymen Khelifi
C1820,F2360,05/2023,Orizon Booking,Zied Boukadida
C1821,F2361,05/2023,EYE-SPY SECURITY,Basma Ben salah Taher Ben salah
C1822,F2362,05/2023,My3DClothes,Mohamed Ben Arfa Mohamed Raddadi
C1823,F2363,05/2023,fabrication de papier minéral,Hichem Bouguila Mokni Madiha Belhamadi
C1824,F2364,05/2023,Creativecontent,Saber Kohli Moalla Habib Moez Taïeb Habib Baaboura
C1825,F2365,05/2023,algoRyhthme,Maazoun Khaled Maazoun
C1826,F2366,05/2023,SmartPay,Anis Abidi Azza Kooli
C1827,F2330,05/2023,DEEPAI Artificial Intelligence and Softwares,Yosr Halleb Oussama Bahri Mariem Allouche
C1828,F2310,05/2023,ALIFA FOR ANIMAL WELL BEING,Olfa Abid Karim Gharbi
C1829,F2332,05/2023,STE OTOSPEX SOULTIONS,Slim Makhlouf Khaled Omri Ali Amamou
,F2333,05/2023,RAF TELCOS,Yousri Hajri Ahmed Ayadi
C1830,F2367,05/2023,Cercina Artificial Intelligence,Abdelkader Boussetta Youssef Meddeb Nizar Ayari
C1831,F2368,05/2023,National Smart For Green Solutions and Applications,Rami Chermiti
C1832,F2369,06/2023,cookit,Sadri Gargouri Khlil Gargouri
C1833,F2370,06/2023,Bionic Soul,Nada Ghanem
,F2371,06/2023,SamRise,Mohamed Aziz Ben Mahmoud Imed Hanana Mariem Hamzaoui Arbi Soussi Feriel Ben Hassine
,F1919,06/2023,minwin,Ines Borni Mohamed Choucheni Alaa Boukhchina
C1834,F2372,06/2023,Rackham,Mohamed Toumi Djohra Berki
C1835,F2373,06/2023,Proximabel Development,Abbassi Ahdi
C1836,F2374,06/2023,TuniMeet,Business Software and services
C1837,F2374,06/2023,www.kawanin.com,Business Software and services
C1838,F2375,06/2023,ARKHOU-DRONE,Khouloud Mhamdi Elarbi Machraoui
C1839,F2376,06/2023,OPUS LAB,Ahmed Ben Bouzid Mohamed Berber Siwar Gharbi Mohmmed Sayed Hamdi
C1840,F2377,06/2023,LeanTex,Melek Mehrez Nihel Beji Firas Mehrez
C1841,F2378,06/2023,GymSwitch,Wael Lakhrach Siwar Houssaî
C1842,F2379,06/2023,Colisnet,Hiba Mned Habib Chaari Mehdi Ben Hmida Wajdi Bouaziz
C1843,F2380,06/2023,Expy.ai,Slim Nabli Luay Ben Ali
C1844,F2381,06/2023,SKINPHILOSOPHY,khouloud Abada Saida Akermi
C1845,F2382,06/2023,Car Box,Wajih Messaoudi
C1846,F2383,06/2023,So Green,Amira Guesmi
C1847,F2384,06/2023,TuniToonz,Sana Makhloufi
C1848,F2385,06/2023,ENER ZED,Amor El Masri
C1849,F2386,06/2023,CamGoal,Seif Nemri Mohamed Mehdi Ben Mlouka
C1850,F2387,06/2023,Chicify,Mohamed Touhami Rhaima Rehayma Maher
,F2124,06/2023,Ukla,Mohamed Achraf Mrabet Ahmed Gouiaa Mohamed Khalil Hosni
C1851,F2388,06/2023,Book Pickups,Hajer Gabteni
C1852,F2389,06/2023,Ommi,Mohamed Amine Mamlouk
C1853,F2390,06/2023,Padel Up,Eskander Nasri Mehdy Belkhiria Salah Ayed Amine Hammami
C1854,F2391,06/2023,AntiBioGen,Ramzi Laâmouri Chahnez Naccache Iyadh Bouzghiba
C1855,F2392,06/2023,Travelween,Oussama Ben Wafi Safa Ben WafI Sawssen Atoui
C1856,F2393,06/2023,SIGORO,Sirin Zouga Baha Eddine Khelifi
C1857,F2394,06/2023,RGPD Tunisie,Wissal Douissa Rayen Cherni Slim Abdejlil
C1858,F2395,06/2023,A.M.I.S. RESEARCH,Amel Ben Ammar Elgaied Rabie Razgallah
C1859,F2235,06/2023,LABORATOIRE HRIZ PHARMA,Zied Hriz Yosra Tahri
C1860,F2270,06/2023,ITREND TECHNOLOGY,Mohamed Ali Blaiti
C1861,F2095,06/2023,Easy Finance Corporate,Mohamed Khelifi Maher Khelifi
C1862,F2268,06/2023,UNDERSCORE,Mohamed Kristou Mohamed Hedi Jebali
C1863,F2396,07/2023,IHSCEN for Startups,Nadia Kanoun Najia Dhiab
C1864,F2397,07/2023,FININFO SOLUTIONS,Fares Naiet El Gaied
C1865,F1964,07/2023,Damdoum,Faten Matmati
C1866,F2398,07/2023,Block plus plus,Mohamed Dhia Ben Fraj Asma Yousfi
C1867,F2399,07/2023,La Galerie VR,Siryne Elouede Hamza Chakroun Montassar Chakroun
,F2400,07/2023,SK Tech,Sabri Mzoughizoughi Karim Jelliti
C1868,F1654,07/2023,Ghramna / Digital Drina,Ramzi Hmani Leila Slim
C1869,F2401,07/2023,Xtendmind / Novea,Mourad Mezghani Hassan Cheriha Ahmed Ben Hamouda
C1870,F2402,07/2023,PeaceSight,Sarra Ben Romdhane Mehdi Mouelhi
C1871,F2403,07/2023,SahEAT,Emna Rassaa Taha Karoui Mohamed Islem Ben Ali
C1872,F2404,07/2023,UWAS,Houssem Kanzari Mohamed Laouini
C1873,F2405,07/2023,Schwaus,Ahmed Nizar Kalai Ahmed Ben Hassana
C1874,F2406,07/2023,HulpAI,Abir Mahouchi
C1875,F1932,07/2023,Smarting Serve,Mourad Sahloul
C1876,F2407,07/2023,PTITAPTIT,Dhouha Belhaj Yahia Makrem Aoun
C1877,F2408,07/2023,Clic Holidays,Seif Allah Azaiez
C1877,F2409,07/2023,Clic Holidays,Philippe Dedrie
,F2410,07/2023,arsek dripbox,Mohamed El Haj Abdallah Kais Oueslati
C1878,F2411,07/2023,ORcompost,Ahmed Boufahja Emna Boufahja
C1879,F2412,07/2023,United VITO,Nizar Affi
C1880,F2413,07/2023,SUCCESS STUDY,Anissa Najjar Kais Dridi
C1881,F2414,07/2023,NetConf,Houssem Jarraya
C1882,F2415,07/2023,ReBoS,Aymen Mabrouki
C1883,F2416,07/2023,SAVEE,Maher Ben Najm Nabil Ben Najem
C1884,F2417,07/2023,nivanta,Nadhem Lihiouiel Ismail Kahri
C1885,F2418,07/2023,E-mima food,Azzez Moatez Associé azzez Houssem Hamza Gassab
C1886,F2184,07/2023,Fabrication des produits électroniques,Marwene Selmi
,F2419,07/2023,DentistUP,Oussama Souaf Fahmi Haouala Soulaimane Guedria Loua Slama Mohamed Malek
C1887,F2420,07/2023,Sea Safe,Khouloud Bannour Houssem Saadaoui Meriem Zouali
C1888,F2421,07/2023,Vivlio,Nour Salah Asma Mhadheb Ahmed Hamouda Mohamed Fadhel Saada
C1889,F2422,07/2023,Barsha Food,Zeineb Hadj Ali Rania Souei
C1890,F2423,07/2023,TOUTA,Alaa Bouajila Nourhene Mhennaoui Wael Chaouch
C1891,F2424,07/2023,Arès,Ahmed Souissi Zaineb Gabsi Saafi Khalil Younes Mezen
C1892,F2425,07/2023,MSSYNDIC.com,Sami Marouani
C1893,F2313,07/2023,Waqt Tech,Mohamed Regaieg Younes Regaieg Safa Rekik
C1894,F2426,07/2023,AGUA DE SOL TUNISIE,Rami El Golli Luc Metivier
C1895,F2240,07/2023,MOBYERA,Mehdi Romdhane
C1896,F2427,07/2023,HS WARE,Chaker Trabelsi Imen Jridi
,F2428,07/2023,Thiqab,Kaouther Hedhly Hatem Zegnani
C1897,F2207,07/2023,Tym Solutions,Ghofrane Ben Mabrouk Mohamed Khalil Ben Chebil Mohamed Salah Ouelhazi
C1898,F2208,07/2023,Digi Portal,Ikbel Sassi
C1899,F2380,07/2023,Expy,Slim Nabli Luay Ben Ali
C1900,F2349,07/2023,Académie artisanal Arzaak,Jihene Arzaak Eya Akir Racha Chwiref
C1901,F2429,08/2023,Scaylab,Taher Siala
C1902,F2430,08/2023,SD Academy,May Tounsi Farah Tounsi Leila Ben Abdallah
C1903,F2431,08/2023,Deep Camp,Belhassen Chelbi Sabrine Labidi
C1904,F2432,08/2023,clik2read/MIPLIVREL,Ahmed Sami Meksi Mourad Boubaker
C1905,F2433,08/2023,sellya.net,Hamza Zarrouk Rihem Ghzaiel Ala Guezzi
