session;societe;secteur;decision;source;flags
04/2025;KIAN TECHNOLOGY – Plateforme Itona;Business Software And Services;label_accorde;pdf-session;
04/2025;Pigmentoco;Environment;label_accorde;pdf-session;
04/2025;Algora Group;Services;label_accorde;pdf-session;
04/2025;EyeFish/ExypnoTech;Agritech;label_accorde;pdf-session;
04/2025;Inst ar WattyGo : Founisseur 100% Tunisien de solutions intelligentes de recharge pour Véhicules Electriques;Ad Tech And Creative Tech;label_accorde;pdf-session;societe_non_identifiee
04/2025;Pharmaco;Healthtech;prelabel_accorde;pdf-session;societe_non_identifiee
04/2025;Vegana;Foodtech;prelabel_accorde;pdf-session;
04/2025;Waaw;Commerce And Shopping;prelabel_accorde;pdf-session;
04/2025;Gamefy Academy;Edtech;prelabel_accorde;pdf-session;
04/2025;DecliTech;Edtech;label_refuse;pdf-session;
04/2025;TenasBook;Traveltech;label_refuse;pdf-session;
04/2025;Owe;Commerce And Shopping;label_refuse;pdf-session;
04/2025;CRISPY DOC;Business Software And Services;label_refuse;pdf-session;
04/2025;PerfectGen;Ad Tech And Creative Tech;prelabel_refuse;pdf-session;
04/2025;RD Nexa;Business Software And Services;prelabel_refuse;pdf-session;
04/2025;AGHSALNI;Environment;prelabel_refuse;pdf-session;
04/2025;ATLAS Robotics;Agritech;prelabel_refuse;pdf-session;
04/2025;DG TWIN;Real Estate Tech;prelabel_refuse;pdf-session;
04/2025;PLANIF PAY;Fintech;prelabel_refuse;pdf-session;
04/2025;ITMMA;Consumer Products And Services;inconnu;pdf-session;decision_inconnue
04/2025;Syndiki Syndiki Solutions;Real Estate Tech;label_accorde;pdf-session;
04/2025;Oop'la Imagitoys;;label_accorde;pdf-session;
04/2025;Moonlight AI TN Moonlight AI TN;Healthtech;label_accorde;pdf-session;
04/2025;Order Station ORDER STATION;Foodtech;label_accorde;pdf-session;
04/2025;Krypton Think it Connected Data Labs;;label_accorde;pdf-session;
04/2025;Mintounes MinTounes;Commerce And Shopping;label_accorde;pdf-session;
04/2025;HAROON HAROON TALK;Social Business;label_accorde;pdf-session;
04/2025;OORB Open Organic Robotics SOCIETE OPEN ORGANIC ROBOTICS;;label_accorde;pdf-session;
04/2025;Société Secteur;;inconnu;pdf-session;"decision_inconnue;fondateurs_ambigus"
04/2025;Linkivia HealthTech;Healthtech;inconnu;pdf-session;"secteur_absent;decision_inconnue;societe_non_identifiee"
04/2025;3S : Software and Security  Advanced Manufacturing &;Advanced Manufacturing;label_refuse;pdf-session;"fondateurs_absents;secteur_absent;societe_non_identifiee"
04/2025;Solutions Robotics ASTRUM BIOTECH HealthTech;Healthtech;inconnu;pdf-session;"secteur_absent;decision_inconnue;societe_non_identifiee"
04/2025;"Baity tn ""Decoriz"" SARL Commerce and shopping";Commerce And Shopping;inconnu;pdf-session;"secteur_absent;decision_inconnue;societe_non_identifiee"
04/2025;DigiConstat Business Software and services;Business Software And Services;inconnu;pdf-session;"secteur_absent;decision_inconnue;societe_non_identifiee"
04/2025;Apprentus Tunisie EdTech;Edtech;inconnu;pdf-session;"secteur_absent;decision_inconnue;societe_non_identifiee"
04/2025;Finansya Ecosystem Fintech;Fintech;inconnu;pdf-session;"secteur_absent;decision_inconnue;societe_non_identifiee"
05/2019;TakiAcademy;Edtech;label_accorde;pdf-session;
05/2019;NewGen;Gaming;label_accorde;pdf-session;
05/2019;Lifeye;Agritech;label_accorde;pdf-session;fondateurs_absents
05/2019;Echo;;label_accorde;pdf-session;
05/2019;Seemba Gaming;Gaming;label_accorde;pdf-session;societe_non_identifiee
05/2019;WeCode Land;Edtech;label_accorde;pdf-session;fondateurs_absents
05/2019;Smart Med SA;;label_accorde;pdf-session;
05/2019;Société STBI;;label_accorde;pdf-session;
05/2019;Actifs Précieux Apex S.A;Biotech;label_accorde;pdf-session;fondateurs_absents
05/2019;Neopolis Development;;label_accorde;pdf-session;
05/2019;9arini.tn (édité par Digital World;Edtech;label_accorde;pdf-session;
05/2019;SARL);;inconnu;pdf-session;"resultat_manquant;secteur_absent;decision_inconnue"
05/2019;Fouta Tunisia;E-Commerce;label_accorde;pdf-session;fondateurs_ambigus
05/2019;Swiver;Fintech;label_accorde;pdf-session;
05/2019;profils.tn;;prelabel_accorde;pdf-session;
05/2019;Go Up Stand Up (Goupsup);;prelabel_accorde;pdf-session;
05/2019;TransFacile;;prelabel_accorde;pdf-session;
05/2019;Asklepios;;prelabel_accorde;pdf-session;
05/2019;Bookingtodo;;prelabel_accorde;pdf-session;
05/2019;Industry X.0;;prelabel_accorde;pdf-session;
05/2019;Bon'Heure;;prelabel_accorde;pdf-session;
05/2019;Be bouncy Développement d'applications comptables, gestion , finance;;prelabel_accorde;pdf-session;
05/2020;Digitus Technologies;;inconnu;pdf-session;decision_inconnue
05/2020;STARK;;inconnu;pdf-session;decision_inconnue
05/2020;NATDYES;;inconnu;pdf-session;decision_inconnue
05/2020;Carpet Plus;E-Commerce;inconnu;pdf-session;decision_inconnue
05/2020;Hand & Crafts;E-Commerce;inconnu;pdf-session;decision_inconnue
05/2020;YASSIR;;inconnu;pdf-session;decision_inconnue
05/2020;Wakahaw;;inconnu;pdf-session;decision_inconnue
05/2020;Amiral;E-Commerce;inconnu;pdf-session;decision_inconnue
05/2020;Sprindt;Fintech;inconnu;pdf-session;decision_inconnue
05/2020;Global World Transformer;Iot;inconnu;pdf-session;decision_inconnue
05/2020;iSporit;;inconnu;pdf-session;decision_inconnue
05/2020;Evolutik;;inconnu;pdf-session;"fondateurs_absents;decision_inconnue"
05/2020;El Food Lab;;inconnu;pdf-session;decision_inconnue
05/2020;Fouita;;inconnu;pdf-session;decision_inconnue
05/2020;GrowApp;;inconnu;pdf-session;decision_inconnue
05/2020;We-Settle;Fintech;inconnu;pdf-session;"decision_inconnue;fondateurs_ambigus"
05/2020;IOT Medical Technology;Iot;inconnu;pdf-session;"decision_inconnue;societe_non_identifiee"
05/2020;Omniup Tunisie LE PORTAIL DES LANGUES;;inconnu;pdf-session;decision_inconnue
05/2020;GARK;;inconnu;pdf-session;decision_inconnue
05/2020;GASPYCH;E-Commerce;inconnu;pdf-session;decision_inconnue
05/2020;EMNA HUSSEIN;;inconnu;pdf-session;decision_inconnue
05/2020;Doctorka;;inconnu;pdf-session;decision_inconnue
05/2020;Renini;;inconnu;pdf-session;decision_inconnue
05/2020;Société Polyouate;;inconnu;pdf-session;decision_inconnue
05/2020;Techability;Iot;retrait;pdf-session;
05/2021;WeRebase;Edtech;label_accorde;pdf-session;
05/2021;G.A.J;;label_accorde;pdf-session;
05/2021;GROW IT YOURSELF;Agritech;label_accorde;pdf-session;
05/2021;EMNA HUSSEIN;;label_accorde;pdf-session;
05/2021;almourabi e-learning;Edtech;label_accorde;pdf-session;
05/2021;Soul & Planet;E-Commerce;label_accorde;pdf-session;
05/2021;Lakadimia;Edtech;label_accorde;pdf-session;
05/2021;Laevitas;Fintech;label_accorde;pdf-session;
05/2021;SESAMm invented technology;Fintech;label_accorde;pdf-session;
05/2021;CAMPUSNA;Edtech;label_accorde;pdf-session;
05/2021;DIGI-TECH;Services;prelabel_accorde;pdf-session;
05/2021;MediaMax;Gaming;prelabel_accorde;pdf-session;
05/2021;Reserv;Foodtech;prelabel_accorde;pdf-session;
05/2021;Hémisphère;Edtech;prelabel_accorde;pdf-session;
05/2021;INOVA WIRELESS;Mobility;prelabel_accorde;pdf-session;
05/2021;WimbeyondAnalytica;Business;prelabel_accorde;pdf-session;
05/2021;Smarketyrs;Business;label_accorde;pdf-session;
05/2021;Investhune plus;Fintech;prelabel_accorde;pdf-session;
05/2021;forsaty;E-Commerce;prelabel_accorde;pdf-session;
05/2021;Hubs;Wellness;label_refuse;pdf-session;
05/2021;CRABHOUSE;Foodtech;label_refuse;pdf-session;
05/2021;Sté MASPET;;label_refuse;pdf-session;
05/2021;3D real;Services;label_refuse;pdf-session;
05/2021;Digital group performance;Services;label_refuse;pdf-session;
05/2021;Société NOVEL-TI;;retrait;pdf-session;fondateurs_ambigus
05/2022;Palmotek;Agritech;label_accorde;pdf-session;
05/2022;AUZY;Healthtech;label_accorde;pdf-session;
05/2022;BADDAL;;label_accorde;pdf-session;
05/2022;FINWEDGE MEA;Fintech;label_accorde;pdf-session;
05/2022;Soledu;Edtech;label_accorde;pdf-session;fondateurs_absents
05/2022;Beenomi;Real Estate Tech;label_accorde;pdf-session;
05/2022;MONSAPO;Environment;label_accorde;pdf-session;
05/2022;Irbe7;Edtech;label_accorde;pdf-session;
05/2022;EquiBooster;;prelabel_accorde;pdf-session;
05/2022;Auto Sans Risque;Consumer Products And Services;prelabel_accorde;pdf-session;
05/2022;Bridge ITOPS;Business;prelabel_accorde;pdf-session;
05/2022;Fluoink Nanotechnologies;Advanced Manufacturing;prelabel_accorde;pdf-session;
05/2022;Bakourat;Agritech;prelabel_accorde;pdf-session;
05/2022;Njano;Business;prelabel_accorde;pdf-session;
05/2022;womia;Healthtech;prelabel_accorde;pdf-session;
05/2022;Vectors;Business;prelabel_accorde;pdf-session;
05/2022;Staffiny;Business;prelabel_accorde;pdf-session;
05/2022;Olivier Zone;Agritech;label_refuse;pdf-session;
05/2022;LEDISON rdv B Le Lemon Tour;Advanced Manufacturing;label_refuse;pdf-session;
05/2022;minwin;Healthtech;label_refuse;pdf-session;
05/2022;TUNISIA BAITS;Agritech;label_refuse;pdf-session;
05/2022;Hayvan World;Healthtech;label_refuse;pdf-session;
05/2022;Développement d'un biomédicament anti-obésité;Healthtech;label_refuse;pdf-session;
05/2022;SimExperience;Advanced Manufacturing;label_refuse;pdf-session;
05/2022;ENOVA Robotics;Advanced Manufacturing;retrait;pdf-session;
05/2022;Sté WEBCOMING;;retrait;pdf-session;
05/2023;Acalainer;Edtech;label_accorde;pdf-session;
05/2023;Live Metrics;Business Software And Services;label_accorde;pdf-session;
05/2023;FALKU;Advanced Manufacturing;label_accorde;pdf-session;
05/2023;Time and Money Tracker;Fintech;label_accorde;pdf-session;
05/2023;Deepnrise;Business Software And Services;label_accorde;pdf-session;
05/2023;2Y2S;Edtech;label_accorde;pdf-session;
05/2023;Gigsdesk;Business Software And Services;label_accorde;pdf-session;
05/2023;Lyceena;Edtech;label_accorde;pdf-session;
05/2023;INFINITE;Mobility;label_accorde;pdf-session;
05/2023;SMOFT;Business Software And Services;label_accorde;pdf-session;
05/2023;Wildkard;Wellness;label_accorde;pdf-session;
05/2023;Ecobees;Agritech;label_accorde;pdf-session;
05/2023;BFP;Environment;label_accorde;pdf-session;
05/2023;immersion3D;Ad Tech And Creative Tech;label_refuse;pdf-session;
05/2023;Campus Numérique des Métiers;Ad Tech And Creative Tech;label_refuse;pdf-session;
05/2023;Green Card;Business Software And Services;label_refuse;pdf-session;
05/2023;South Fruits;Agritech;label_refuse;pdf-session;
05/2023;Djerba Digital;Business Software And Services;label_refuse;pdf-session;
05/2023;E-KMANDI;Business Software And Services;prelabel_accorde;pdf-session;
05/2023;EasyBank;Fintech;prelabel_accorde;pdf-session;
05/2023;Jhonny Bikes;Mobility;prelabel_accorde;pdf-session;
05/2023;Arzaak;Social Business;prelabel_accorde;pdf-session;
05/2023;Tunisie RGPD;Business Software And Services;prelabel_accorde;pdf-session;
05/2023;Elevage des insectes (nutri-protéine);Foodtech;prelabel_accorde;pdf-session;
05/2023;HelpyGo;Consumer Products And Services;prelabel_accorde;pdf-session;
05/2023;OneGlobb;Business Software And Services;prelabel_accorde;pdf-session;
05/2023;Multiverse AI;Business Software And Services;prelabel_accorde;pdf-session;
05/2023;lingerie.tn;Commerce And Shopping;prelabel_refuse;pdf-session;
05/2023;Lanci.io;Consumer Products And Services;prelabel_refuse;pdf-session;
05/2023;SPADES;Business Software And Services;prelabel_refuse;pdf-session;
05/2023;DEEPAI Artificial Intelligence and Softwares;;label_accorde;pdf-session;fondateurs_ambigus
05/2023;ALIFA FOR ANIMAL WELL BEING;Social Business;label_accorde;pdf-session;fondateurs_ambigus
05/2023;STE OTOSPEX SOULTIONS;Consumer;label_accorde;pdf-session;
05/2023;RAF Telcos;Fintech;label_accorde;pdf-session;
05/2023;Cercina Artificial Intelligence;;label_accorde;pdf-session;fondateurs_ambigus
05/2023;National Smart For Green Solutions and;Agritech;label_accorde;pdf-session;
05/2023;Applications;;inconnu;pdf-session;"resultat_manquant;secteur_absent;decision_inconnue"
05/2024;DentaMeet;Healthtech;label_accorde;pdf-session;
05/2024;Saheat;Foodtech;label_accorde;pdf-session;
05/2024;IoTbyte;Consumer Products And Services;label_accorde;pdf-session;societe_non_identifiee
05/2024;WeGestU;Business Software And Services;label_accorde;pdf-session;
05/2024;KidzRise;Edtech;label_accorde;pdf-session;fondateurs_ambigus
05/2024;Proximabel Development;Ad Tech And Creative Tech;label_accorde;pdf-session;
05/2024;KDM;Environment;label_accorde;pdf-session;
05/2024;Satisfy Insight;Traveltech;label_accorde;pdf-session;
05/2024;Volo;Mobility;label_accorde;pdf-session;
05/2024;tipstalks;Real Estate Tech;prelabel_accorde;pdf-session;
05/2024;Riven Crown;Ad Tech And Creative Tech;prelabel_accorde;pdf-session;
05/2024;U!NOW;Edtech;prelabel_accorde;pdf-session;
05/2024;Tim'ess;Environment;prelabel_accorde;pdf-session;
05/2024;DRIVOXE.;Ad Tech And Creative Tech;prelabel_accorde;pdf-session;
05/2024;DAKTARI;Healthtech;label_refuse;pdf-session;
05/2024;Société livraison ija;Mobility;label_refuse;pdf-session;
05/2024;Louna;Consumer Products And Services;label_refuse;pdf-session;
05/2024;DEGLOLIVA;Healthtech;label_refuse;pdf-session;
05/2024;ACRIDIDEA culturify DourbIA;Foodtech;label_accorde;pdf-session;fondateurs_ambigus
05/2024;R H  A development;;label_accorde;pdf-session;fondateurs_ambigus
05/2024;Contractzlab;;label_accorde;pdf-session;fondateurs_ambigus
05/2024;JIOTIFY Solutions Jiotify;Agritech;label_accorde;pdf-session;societe_non_identifiee
05/2024;Société;;inconnu;pdf-session;"societe_parasite;decision_inconnue;societe_non_identifiee"
05/2024;NEXT PROTEIN TUNISIA Agritech COGNIRA TUNISIA;Agritech;inconnu;pdf-session;"secteur_absent;decision_inconnue;societe_non_identifiee"
05/2025;DentistUP / Yiatros Community;Healthtech;label_accorde;pdf-session;
05/2025;Avatar ID / THINKNEO;Fintech;label_accorde;pdf-session;
05/2025;ProVerdy;Environment;label_accorde;pdf-session;
05/2025;SMARTWEYS;Services;label_accorde;pdf-session;
05/2025;Door Knock Pro;Services;label_accorde;pdf-session;
05/2025;Mnara;Fintech;label_accorde;pdf-session;
05/2025;Fallah.ai;Agritech;label_accorde;pdf-session;
05/2025;Ukla;;label_accorde;pdf-session;
05/2025;Apeiron AI;Services;label_accorde;pdf-session;
05/2025;Digi Up Agri;Agritech;label_accorde;pdf-session;
05/2025;Dr. Well;Wellness;prelabel_accorde;pdf-session;
05/2025;Deepconvo;Services;prelabel_accorde;pdf-session;
05/2025;BIOMIDEX;Healthtech;prelabel_accorde;pdf-session;
05/2025;SLAYTON;Services;prelabel_accorde;pdf-session;
05/2025;eejar;Real Estate Tech;prelabel_accorde;pdf-session;
05/2025;Senbiosys Tunisia;Services;prelabel_accorde;pdf-session;
05/2025;TMAPS;Services;prelabel_accorde;pdf-session;
05/2025;LKESSA;Services;prelabel_accorde;pdf-session;
05/2025;Waste Wise Solution;Environment;prelabel_accorde;pdf-session;
05/2025;Aycheek;Fintech;prelabel_accorde;pdf-session;
05/2025;Eggmed;Healthtech;prelabel_accorde;pdf-session;
05/2025;Yakoota;Fintech;prelabel_accorde;pdf-session;
05/2025;BiPER Therapeutics;Healthtech;prelabel_accorde;pdf-session;
05/2025;ASSALNI-AI;Services;label_refuse;pdf-session;
05/2025;Lura Lura Law;Business Software And Services;label_accorde;pdf-session;
05/2025;Readdly SOCIETE READDLY TECH;Edtech;label_accorde;pdf-session;
05/2025;TestoHire TestoHire;Business Software And Services;label_accorde;pdf-session;
05/2025;Société Secteur;;inconnu;pdf-session;"decision_inconnue;fondateurs_ambigus"
05/2025;Sentinel Data HealthTech;Healthtech;inconnu;pdf-session;"secteur_absent;decision_inconnue;societe_non_identifiee"
06/2019;DEEPERA;Fintech;label_accorde;pdf-session;fondateurs_absents
06/2019;FABSKILL;;label_accorde;pdf-session;
06/2019;MajestEYE;;label_accorde;pdf-session;
06/2019;HERUNDO;E-Commerce;label_accorde;pdf-session;
06/2019;BioIntrants Technologie;Biotech;label_accorde;pdf-session;
06/2019;JUNIOR NETWORK;Edtech;label_accorde;pdf-session;
06/2019;Siteflow Factory;;label_accorde;pdf-session;
06/2019;Insight+;Fintech;label_accorde;pdf-session;
06/2019;DATAERA;;label_accorde;pdf-session;
06/2019;SF Technologies;Fintech;label_accorde;pdf-session;fondateurs_absents
06/2019;CREATIVE CULINARY;E-Commerce;label_accorde;pdf-session;
06/2019;SAFOZI SARL;;label_accorde;pdf-session;
06/2019;NEXTPROTEIN TUNISIA;Agritech;label_accorde;pdf-session;
06/2019;SENIATNA;;label_accorde;pdf-session;
06/2019;VME Internationale;;prelabel_accorde;pdf-session;
06/2019;Zoor;E-Commerce;prelabel_accorde;pdf-session;
06/2019;Natalista;;prelabel_accorde;pdf-session;
06/2019;Videsys;;prelabel_accorde;pdf-session;
06/2019;AYSHEK;E-Commerce;prelabel_accorde;pdf-session;
06/2019;Kidsbook;;prelabel_accorde;pdf-session;
06/2019;Hezni Maak;;prelabel_accorde;pdf-session;
06/2019;Pool & Fish Farm Smart Water;Iot;prelabel_accorde;pdf-session;
06/2019;Management “P&FF-SWM”;;inconnu;pdf-session;"resultat_manquant;secteur_absent;decision_inconnue"
06/2019;Massart Engineering;;inconnu;pdf-session;decision_inconnue
06/2019;MyCity;;inconnu;pdf-session;decision_inconnue
06/2019;Tisopia;;inconnu;pdf-session;decision_inconnue
06/2020;FBS COMPANY;E-Commerce;inconnu;pdf-session;decision_inconnue
06/2020;ADIOM;Agritech;inconnu;pdf-session;"decision_inconnue;fondateurs_ambigus"
06/2020;Odacel;Iot;inconnu;pdf-session;decision_inconnue
06/2020;Firnas Engineering;Iot;inconnu;pdf-session;decision_inconnue
06/2020;CLEDISS;;inconnu;pdf-session;decision_inconnue
06/2020;Lemarché.tn;Agritech;inconnu;pdf-session;decision_inconnue
06/2020;Société NSIJA La Ferme Urbaine;;inconnu;pdf-session;decision_inconnue
06/2020;Eventizer;;inconnu;pdf-session;decision_inconnue
06/2020;Kyteb;Edtech;inconnu;pdf-session;decision_inconnue
06/2020;Pura solutions;;inconnu;pdf-session;decision_inconnue
06/2020;School Upgrader;Edtech;inconnu;pdf-session;decision_inconnue
06/2020;StreetCarHub;;inconnu;pdf-session;decision_inconnue
06/2020;Machrou3i Fi Bledi;Edtech;inconnu;pdf-session;"decision_inconnue;fondateurs_ambigus"
