session;societe;secteur;decision;source;flags
10/2019;Couscous Connection;E-Commerce;label_accorde;pdf-session;
10/2019;Neoshop;E-Commerce;label_accorde;pdf-session;
10/2019;Swanina;Agritech;label_accorde;pdf-session;
10/2019;SMART LOGGER;Iot;label_accorde;pdf-session;
10/2019;ProvenMed;;label_accorde;pdf-session;
10/2019;Lightency;;label_accorde;pdf-session;
10/2019;CURE;;label_accorde;pdf-session;
10/2019;REBOOTKAMP;Edtech;label_accorde;pdf-session;
10/2019;Tledger;;label_accorde;pdf-session;"fondateurs_absents;secteur_absent"
10/2019;Coursesgolf;E-Commerce;prelabel_accorde;pdf-session;
10/2019;Rhintos Games;Gaming;prelabel_accorde;pdf-session;fondateurs_ambigus
10/2019;WareCom;Iot;prelabel_accorde;pdf-session;fondateurs_ambigus
10/2019;Foodealz;E-Commerce;prelabel_accorde;pdf-session;fondateurs_absents
10/2019;IDWEY;;prelabel_accorde;pdf-session;
10/2019;Humansys;;label_refuse;pdf-session;
10/2019;2ME | Machining & Manufacturing Engineering;;label_refuse;pdf-session;
10/2019;Prodcom;;label_refuse;pdf-session;
10/2019;Plateforme de Tele-Medecine et mSante ( KoalX );Sante;label_refuse;pdf-session;societe_non_identifiee
10/2019;Meilleure Vie Etudiants Tunisie;;label_refuse;pdf-session;
10/2019;SPX;;label_refuse;pdf-session;
10/2019;Bambinosit;;prelabel_refuse;pdf-session;
10/2019;Smart-Ways;Iot;prelabel_refuse;pdf-session;
10/2019;Sala7li;Edtech;label_accorde;pdf-session;
10/2019;TuniBoat;E-Commerce;label_accorde;pdf-session;
10/2019;BeBouncy;;label_accorde;pdf-session;
10/2019;CreatiView;;label_accorde;pdf-session;
10/2019;Bon'Heure;;label_accorde;pdf-session;
10/2020;Fidelicia;;inconnu;pdf-session;decision_inconnue
10/2020;Qartaj;E-Commerce;inconnu;pdf-session;"decision_inconnue;fondateurs_ambigus"
10/2020;Animadop;;inconnu;pdf-session;decision_inconnue
10/2020;EATISY;;inconnu;pdf-session;decision_inconnue
10/2020;NG Technologies LES SOUKS.COM SARL;;inconnu;pdf-session;decision_inconnue
10/2020;Knowledge and Business Intelligence Integration;Business;inconnu;pdf-session;"decision_inconnue;societe_non_identifiee"
10/2020;Toumi Electronics;;inconnu;pdf-session;decision_inconnue
10/2020;Caprigène Impact Investing;Biotech;inconnu;pdf-session;decision_inconnue
10/2020;Marhba.tn Experiences;E-Commerce;inconnu;pdf-session;decision_inconnue
10/2020;Fantastic Mall;E-Commerce;inconnu;pdf-session;decision_inconnue
10/2020;E W;E-Commerce;inconnu;pdf-session;decision_inconnue
10/2020;Creometry;Telecom;inconnu;pdf-session;decision_inconnue
10/2020;Liberrex;;inconnu;pdf-session;decision_inconnue
10/2020;بﺎﺗﻛ ﺔﻠﺣر  Journey;Edtech;inconnu;pdf-session;decision_inconnue
10/2020;Keto Life Style;E-Commerce;inconnu;pdf-session;decision_inconnue
10/2020;ECG Lab;;inconnu;pdf-session;decision_inconnue
10/2020;Mourad CHAKER;Business;inconnu;pdf-session;"decision_inconnue;fondateurs_ambigus;societe_reconstruite"
10/2020;DIGIWAY SOLUTIONS;;inconnu;pdf-session;decision_inconnue
10/2020;INTERNATIONAL COACH START-UP eStores Factory;Iot;inconnu;pdf-session;decision_inconnue
10/2020;ibtikar;;inconnu;pdf-session;decision_inconnue
10/2020;EXPLOIT CONSULT;Agritech;inconnu;pdf-session;decision_inconnue
10/2020;Classroom;;inconnu;pdf-session;decision_inconnue
10/2020;prognet;;inconnu;pdf-session;decision_inconnue
10/2020;Elastic-Solutions;Iot;inconnu;pdf-session;decision_inconnue
10/2020;ilboursa.com / Société African Web Company;;retrait;pdf-session;
10/2021;Tajrabti;Traveltech;label_accorde;pdf-session;
10/2021;BaBa Ali;;label_accorde;pdf-session;
10/2021;Pwn & Patch;;label_accorde;pdf-session;
10/2021;Byessa.com;;label_accorde;pdf-session;
10/2021;Ground Transportation Business;Mobility;label_accorde;pdf-session;societe_non_identifiee
10/2021;Management Suite;;inconnu;pdf-session;"resultat_manquant;secteur_absent;decision_inconnue"
10/2021;Limonade Technologies;Fintech;label_accorde;pdf-session;
10/2021;Domicilier.tn;Business;label_accorde;pdf-session;
10/2021;Tagamuta Valley;;label_accorde;pdf-session;
10/2021;Makerfy;Business;label_accorde;pdf-session;
10/2021;Pure Beauty Labs;;label_accorde;pdf-session;
10/2021;Ijeni;;label_accorde;pdf-session;fondateurs_ambigus
10/2021;JURIDOC;Legaltech;label_accorde;pdf-session;
10/2021;Faza.tn;;label_accorde;pdf-session;
10/2021;bmoov;Mobility;label_accorde;pdf-session;
10/2021;Chill&Lit;;label_accorde;pdf-session;fondateurs_absents
10/2021;Storzy (Myairstorage);;prelabel_accorde;pdf-session;
10/2021;BIESSA AUTO;;prelabel_accorde;pdf-session;
10/2021;Bartita;Edtech;prelabel_accorde;pdf-session;
10/2021;Quiz Mentor;Edtech;prelabel_accorde;pdf-session;
10/2021;WaveOn;;prelabel_accorde;pdf-session;
10/2021;Avoconsulte;;prelabel_accorde;pdf-session;
10/2021;SHYK;Wellness;prelabel_accorde;pdf-session;
10/2021;VOLUS;;label_refuse;pdf-session;
10/2021;aivataria;;label_refuse;pdf-session;
10/2021;Digipages;Foodtech;label_refuse;pdf-session;
10/2021;INNOV'ALGUE;;label_refuse;pdf-session;
10/2021;chendir;Social Business;label_refuse;pdf-session;
10/2021;Litteuls;;prelabel_refuse;pdf-session;
10/2021;Tawelti;Business;prelabel_refuse;pdf-session;
10/2021;SNO;Environment;prelabel_refuse;pdf-session;
10/2021;PROTABAR COM;Foodtech;label_accorde;pdf-session;fondateurs_ambigus
10/2021;ROBODOT;Advanced Manufacturing;label_accorde;pdf-session;fondateurs_ambigus
10/2021;Décotis Les Ateliers de Yallaa;Real Estate Tech;label_accorde;pdf-session;fondateurs_ambigus
10/2021;Z-Partners;Business;label_accorde;pdf-session;fondateurs_ambigus
10/2021;Click and Win;Services;label_accorde;pdf-session;fondateurs_ambigus
10/2021;WASSALNI EXPRESS;Mobility;label_accorde;pdf-session;fondateurs_ambigus
10/2021;DIGIZONE;;label_accorde;pdf-session;fondateurs_ambigus
10/2022;CORADASH;Healthtech;label_accorde;pdf-session;
10/2022;KWIK;;label_accorde;pdf-session;
10/2022;Brandee;Business;label_accorde;pdf-session;
10/2022;Quenzi;Consumer;label_accorde;pdf-session;
10/2022;KARNI;Fintech;label_accorde;pdf-session;
10/2022;STE Birdhouce;Consumer;label_accorde;pdf-session;
10/2022;FranchiseLab;Business;label_accorde;pdf-session;
10/2022;Queney Tunisie;Business;label_accorde;pdf-session;
10/2022;Watto;Fintech;prelabel_accorde;pdf-session;
10/2022;ContyFind;Business;prelabel_accorde;pdf-session;
10/2022;DIGITAL CITY INNOVATION;Social Business;prelabel_accorde;pdf-session;
10/2022;KARMA;Business;prelabel_accorde;pdf-session;
10/2022;X-Mall;;prelabel_accorde;pdf-session;
10/2022;MRC SURVEY;Business;prelabel_accorde;pdf-session;fondateurs_absents
10/2022;"Color and Natural Extracts ""C-Nexts""";Foodtech;prelabel_accorde;pdf-session;
10/2022;Coloc'Qui;;label_refuse;pdf-session;
10/2022;First Master Class;Edtech;label_refuse;pdf-session;
10/2022;chilift;Wellness;label_refuse;pdf-session;fondateurs_ambigus
10/2022;BIOTOPE / SmartEcolo;Environment;label_refuse;pdf-session;societe_non_identifiee
10/2022;STERECO;Healthtech;label_refuse;pdf-session;
10/2022;EUROMAGHREB BUSINESS CENTER;Business;label_refuse;pdf-session;societe_non_identifiee
10/2022;SK Tech;Fintech;label_refuse;pdf-session;
10/2022;YILDIZ BUSINESS TRAVEL;Traveltech;label_refuse;pdf-session;societe_non_identifiee
10/2022;Open Mind Academy;Services;label_refuse;pdf-session;
10/2022;RANKSTOP;Business;label_refuse;pdf-session;
10/2022;Smart Mobility;Iot;label_refuse;pdf-session;societe_non_identifiee
10/2023;SmartShift;Business Software And Services;label_accorde;pdf-session;
10/2023;ShippingLog;Mobility;label_accorde;pdf-session;
10/2023;COLLARY;Business Software And Services;label_accorde;pdf-session;
10/2023;SEA DESIGN LAB/OUTA;Environment;label_accorde;pdf-session;
10/2023;Empowair;Traveltech;label_accorde;pdf-session;
10/2023;xscan;Business Software And Services;prelabel_accorde;pdf-session;
10/2023;CHITELIX;Agritech;prelabel_accorde;pdf-session;
10/2023;Tadwir;Consumer Products And Services;prelabel_accorde;pdf-session;
10/2023;Saydalid;Healthtech;prelabel_accorde;pdf-session;
10/2023;Techno Shark;Healthtech;label_refuse;pdf-session;
10/2023;Emyehr;Business Software And Services;label_refuse;pdf-session;
10/2023;SILVER-MADE CONSULTING;;label_refuse;pdf-session;
10/2023;LAND WASH;Environment;label_refuse;pdf-session;
10/2023;HIPPOMED AI;Healthtech;label_refuse;pdf-session;
10/2023;TBRL;Ad Tech And Creative Tech;label_refuse;pdf-session;
10/2023;C&S EoleAvia;Services;label_refuse;pdf-session;
10/2023;AquaWise Solutions;Advanced Manufacturing;prelabel_refuse;pdf-session;
10/2023;The pointing graphical tablet;Advanced Manufacturing;prelabel_refuse;pdf-session;
10/2023;Gori'fit;Wellness;prelabel_refuse;pdf-session;
10/2023;GOATech;Business Software And Services;prelabel_refuse;pdf-session;
10/2023;myparcel.tn;Business Software And Services;prelabel_refuse;pdf-session;
10/2023;Tadaa;Business Software And Services;prelabel_refuse;pdf-session;
10/2023;KYTOSAN TECHNOLOGIES;Agritech;prelabel_refuse;pdf-session;
10/2023;Haven;Business Software And Services;prelabel_refuse;pdf-session;
10/2023;Abajim.com;;label_accorde;pdf-session;fondateurs_ambigus
10/2023;Société;;inconnu;pdf-session;"societe_parasite;decision_inconnue;societe_non_identifiee"
10/2023;iowaves;;inconnu;pdf-session;"secteur_absent;decision_inconnue;fondateurs_ambigus"
10/2023;LISTA INTERNATIONAL;;inconnu;pdf-session;"secteur_absent;decision_inconnue;fondateurs_ambigus"
10/2023;CREATIVE CULINARY;FoodTech & New Food;inconnu;pdf-session;"secteur_absent;decision_inconnue"
10/2024;Coloc'Qui;Real Estate Tech;label_accorde;pdf-session;
10/2024;OLINDIAS;Business Software And Services;label_accorde;pdf-session;
10/2024;Ailine Pro;Business Software And Services;label_accorde;pdf-session;
10/2024;LR Move;Mobility;label_accorde;pdf-session;
10/2024;PlayHalla;Ad Tech And Creative Tech;label_accorde;pdf-session;
10/2024;Renaissance;Commerce And Shopping;label_accorde;pdf-session;
10/2024;Twins;Healthtech;label_accorde;pdf-session;
10/2024;AIO Events;Business Software And Services;label_accorde;pdf-session;
10/2024;TOLLXPRESS;Mobility;label_accorde;pdf-session;
10/2024;Receeto;Business Software and services;prelabel_accorde;pdf-session;
10/2024;Save the Plate;Environment;prelabel_accorde;pdf-session;
10/2024;SV LAB;Agritech;prelabel_accorde;pdf-session;
10/2024;mevenda;Commerce And Shopping;prelabel_accorde;pdf-session;
10/2024;In2-Technologies;Business Software and services;prelabel_accorde;pdf-session;
10/2024;Skazy Tunisia;Business Software And Services;prelabel_accorde;pdf-session;
10/2024;Oop'la;Services;prelabel_accorde;pdf-session;
10/2024;Mathix Academy;Edtech;label_refuse;pdf-session;
10/2024;AlphaDeep Solutions;Business Software And Services;label_refuse;pdf-session;
10/2024;Retraite en soleil;Traveltech;retrait;pdf-session;
10/2024;RecoLab;Edtech;label_refuse;pdf-session;
10/2024;imt/tradrly;Ad Tech And Creative Tech;label_refuse;pdf-session;
10/2024;Zeus Labs;Business Software And Services;label_refuse;pdf-session;
10/2024;ZAYOLI ZAYOLI;Healthtech;label_accorde;pdf-session;
10/2024;SYSNAPSUS Applied Biotech & Innovation;Healthtech;label_accorde;pdf-session;societe_non_identifiee
10/2024;Optypro.net Optypro Network;Business Software and services;label_accorde;pdf-session;
10/2024;ALTABIB SILA EXPERTS;Healthtech;label_accorde;pdf-session;
10/2024;Buzzbip Buzzbip;Business Software and services;label_accorde;pdf-session;
10/2024;Riven Crown Intima Leaf Studio;Ad Tech And Creative Tech;label_accorde;pdf-session;
10/2024;Société Secteur Tunisia Global Trade center Commerce & Shopping GoMyCode EdTech DOMODAR Business Software and services;Business Software And Services;inconnu;pdf-session;"fondateurs_absents;secteur_absent;decision_inconnue;societe_non_identifiee"
10/2025;PAYDAY TAKAFUL;Fintech;label_accorde;compte-rendu-manuel;
10/2025;Eddium Platinuim;Ad Tech and Creative Tech;label_accorde;compte-rendu-manuel;
10/2025;CADUSAY;HealthTech;label_accorde;compte-rendu-manuel;
10/2025;Scientiworld;EdTech;label_accorde;compte-rendu-manuel;
10/2025;Footlink.tn;HealthTech;label_accorde;compte-rendu-manuel;
10/2025;One Beauty;Wellness;label_accorde;compte-rendu-manuel;
10/2025;EGAMarketplace;Commerce and shopping;label_accorde;compte-rendu-manuel;
10/2025;Shoot;Business Software and services;prelabel_accorde;compte-rendu-manuel;
10/2025;HistoryConneXion;HealthTech;prelabel_accorde;compte-rendu-manuel;
10/2025;Clubedge;Social Business;prelabel_accorde;compte-rendu-manuel;
10/2025;COLEA AgriTech;Agritech;prelabel_accorde;compte-rendu-manuel;
10/2025;AIVIA;HealthTech;prelabel_accorde;compte-rendu-manuel;
10/2025;Absher AI;Business Software and services;prelabel_accorde;compte-rendu-manuel;
10/2025;SymbioWave;Business Software and services;prelabel_accorde;compte-rendu-manuel;
10/2025;Raba7ni;Consumer products and services;prelabel_accorde;compte-rendu-manuel;
10/2025;Compta Smart Solution;Business Software and services;prelabel_accorde;compte-rendu-manuel;
10/2025;innovia360;Business Software and services;prelabel_accorde;compte-rendu-manuel;
10/2025;SerBot;Advanced Manufacturing & Robotics;prelabel_accorde;compte-rendu-manuel;
10/2025;Cogitoly;EdTech;prelabel_accorde;compte-rendu-manuel;
10/2025;RMC;Advanced Manufacturing & Robotics;label_refuse;compte-rendu-manuel;
10/2025;ONE ERP;Fintech;label_refuse;compte-rendu-manuel;
10/2025;Price Forging;Business Software and services;label_refuse;compte-rendu-manuel;
10/2025;PERF ANALYSIS CONSULTING;Business Software and services;label_refuse;compte-rendu-manuel;
10/2025;wedo distribution services;Consumer products and services;label_refuse;compte-rendu-manuel;
10/2025;Innoteam Solutions;EdTech;label_refuse;compte-rendu-manuel;
10/2025;B-SMART GO;TravelTech;label_refuse;compte-rendu-manuel;
10/2025;Bid Shine;Business Software and services;label_refuse;compte-rendu-manuel;
10/2025;Etudianet/Studianat;Ad Tech and Creative Tech;label_refuse;compte-rendu-manuel;
10/2025;tenjah;EdTech;label_refuse;compte-rendu-manuel;
10/2025;Encore Bon;Environment;prelabel_refuse;compte-rendu-manuel;
10/2025;XMap;Social Business;prelabel_refuse;compte-rendu-manuel;
10/2025;LuxePass;Business Software and services;prelabel_refuse;compte-rendu-manuel;
10/2025;SidiChat;Business Software and services;prelabel_refuse;compte-rendu-manuel;
10/2025;Vybtor;EdTech;prelabel_refuse;compte-rendu-manuel;
10/2025;Key Marketplace;Commerce and shopping;prelabel_refuse;compte-rendu-manuel;
10/2025;Next Afri Log;Business Software and services;prelabel_refuse;compte-rendu-manuel;
10/2025;Tache-Lik;EdTech;prelabel_refuse;compte-rendu-manuel;
10/2025;TUNIAI;Business Software and services;prelabel_refuse;compte-rendu-manuel;
10/2025;Bloom Venom;HealthTech;irrecevable;compte-rendu-manuel;
10/2025;EduImpact.tn;HealthTech;irrecevable;compte-rendu-manuel;
10/2025;ARTROK;Commerce and shopping;irrecevable;compte-rendu-manuel;
11/2019;Orbitech (SeekMake);E-Commerce;label_accorde;pdf-session;
11/2019;NG Technologies;;label_accorde;pdf-session;
11/2019;VAKAY;;label_accorde;pdf-session;
11/2019;EDUC'ART;;label_accorde;pdf-session;
11/2019;AZÄ;E-Commerce;label_accorde;pdf-session;
11/2019;Anavid;;label_accorde;pdf-session;
11/2019;DrillSERV;Agritech;label_accorde;pdf-session;
11/2019;SOLIXY;;label_accorde;pdf-session;
11/2019;SAMM TEST & AUTOMATION;;label_accorde;pdf-session;
11/2019;"Baity tn ""Decoriz"" SARL";E-Commerce;label_accorde;pdf-session;
11/2019;PROSUMERS;;label_accorde;pdf-session;
11/2019;7keema;;prelabel_accorde;pdf-session;
11/2019;Salaire.tn;;prelabel_accorde;pdf-session;
11/2019;VDOC;;prelabel_accorde;pdf-session;
11/2019;Lamma;;prelabel_accorde;pdf-session;
11/2019;INNOFAB;;prelabel_accorde;pdf-session;
11/2019;NovaTEK Solution;Agritech;prelabel_accorde;pdf-session;
11/2019;Miral Things;Iot;prelabel_accorde;pdf-session;
11/2019;Shadoc (société Sirat Edition spin off de Sirat );;prelabel_accorde;pdf-session;
11/2019;Exacctly;;prelabel_accorde;pdf-session;
11/2019;Domoticaza;Iot;prelabel_accorde;pdf-session;
11/2019;Supermarché Founa;E-Commerce;label_refuse;pdf-session;
11/2019;B4 PRINT;;label_refuse;pdf-session;
11/2019;BS partage;;label_refuse;pdf-session;
11/2019;Oxygen Design;E-Commerce;label_refuse;pdf-session;
11/2019;Eat & Fit;;label_accorde;pdf-session;
11/2019;MINIMA AI;;label_accorde;pdf-session;
11/2019;PROFILTHEQUE;;label_accorde;pdf-session;
11/2019;RHINTOS GAMES;Gaming;label_accorde;pdf-session;
11/2019;GO UP STAND UP;;label_accorde;pdf-session;
11/2019;Athena-IO;;label_accorde;pdf-session;
11/2020;Groupado;;inconnu;pdf-session;decision_inconnue
11/2020;WildyNess;;inconnu;pdf-session;"secteur_absent;decision_inconnue"
11/2020;AVOPRO;;inconnu;pdf-session;decision_inconnue
11/2020;ARCHIVART;;inconnu;pdf-session;"fondateurs_absents;decision_inconnue"
11/2020;Tinest;Agritech;inconnu;pdf-session;decision_inconnue
11/2020;Elco Solutions;Iot;inconnu;pdf-session;decision_inconnue
11/2020;NeuroData;;inconnu;pdf-session;decision_inconnue
11/2020;Khadamny;E-Commerce;inconnu;pdf-session;decision_inconnue
11/2020;WONDER WORK;;inconnu;pdf-session;decision_inconnue
11/2020;Tashfeen;;inconnu;pdf-session;decision_inconnue
11/2020;Autoprix.tn;E-Commerce;inconnu;pdf-session;decision_inconnue
11/2020;Société Souk El-Ghorba;E-Commerce;inconnu;pdf-session;decision_inconnue
11/2020;Smart City;;inconnu;pdf-session;decision_inconnue
11/2020;Civitas;;inconnu;pdf-session;decision_inconnue
11/2020;Celebrioo;;inconnu;pdf-session;decision_inconnue
11/2020;elprojet;Edtech;inconnu;pdf-session;decision_inconnue
11/2020;ﻲﺑﯾﺟد  - Jeeby;E-Commerce;inconnu;pdf-session;decision_inconnue
11/2020;ClickBus;;inconnu;pdf-session;decision_inconnue
11/2020;Xchange;Fintech;inconnu;pdf-session;decision_inconnue
11/2020;Alfikr;Edtech;inconnu;pdf-session;decision_inconnue
11/2020;UpKurs;Edtech;inconnu;pdf-session;decision_inconnue
11/2020;WOTE;;inconnu;pdf-session;decision_inconnue
11/2020;Ba9chich;;inconnu;pdf-session;decision_inconnue
11/2020;Machmoom;E-Commerce;inconnu;pdf-session;"fondateurs_absents;decision_inconnue"
11/2020;Hanoutify;E-Commerce;inconnu;pdf-session;"fondateurs_absents;decision_inconnue"
11/2020;LoDeep;Edtech;inconnu;pdf-session;"decision_inconnue;fondateurs_ambigus"
11/2020;REC-INov سﻧوﺗ en ligne;;inconnu;pdf-session;decision_inconnue
11/2020;Société Evolutik;;label_accorde;pdf-session;fondateurs_ambigus
11/2020;HOMEJEK;E-Commerce;label_accorde;pdf-session;fondateurs_ambigus
11/2020;STE SMELSY;Edtech;label_accorde;pdf-session;
11/2020;STE Fouita;;label_accorde;pdf-session;
11/2020;Eventizer Platforms;;label_accorde;pdf-session;fondateurs_ambigus
11/2020;4InA Technologie;;label_accorde;pdf-session;fondateurs_ambigus
11/2020;Travaris;;label_accorde;pdf-session;
11/2020;El Food Lab Traiteur Cuisine Revisitée;;label_accorde;pdf-session;
11/2020;STE TUNISIENNE CO-SOLAR DES INNOVATIONS;;label_accorde;pdf-session;fondateurs_ambigus
11/2020;TECHNOLOGIQUES SOLAIRES;;inconnu;pdf-session;"resultat_manquant;secteur_absent;decision_inconnue"
11/2020;Jalel SATOURI;E-Commerce;label_accorde;pdf-session;"fondateurs_ambigus;societe_reconstruite"
11/2020;Fantastic Mall;E-Commerce;label_accorde;pdf-session;
11/2020;STE D-WEE;;label_accorde;pdf-session;fondateurs_ambigus
11/2020;ROAMSMART;Telecom;inconnu;pdf-session;"resultat_manquant;decision_inconnue"
11/2021;BIONESSANCE;Wellness;label_accorde;pdf-session;
11/2021;Festin/Vetcare;Agritech;label_accorde;pdf-session;
11/2021;"WorkPoint / X-Point ""Ahyini""/ développé par la société CBM-EE (nom commercial : cbm eearning)";Business;label_accorde;pdf-session;
11/2021;Livestore;;label_accorde;pdf-session;
11/2021;e-health.tn;Wellness;label_accorde;pdf-session;
11/2021;Xchange Advisor;Fintech;label_accorde;pdf-session;
11/2021;Chosa;Business;label_accorde;pdf-session;
11/2021;InspireTech;;label_accorde;pdf-session;
11/2021;GARANTY;;label_accorde;pdf-session;
11/2021;Myflix;Business;label_accorde;pdf-session;
11/2021;Rouet;;label_accorde;pdf-session;
11/2021;Coachini;;prelabel_accorde;pdf-session;
11/2021;Farkito;;prelabel_accorde;pdf-session;fondateurs_absents
11/2021;Hello Dati;Traveltech;prelabel_accorde;pdf-session;
11/2021;Maher CHAFII;Agritech;prelabel_accorde;pdf-session;"fondateurs_ambigus;societe_reconstruite"
11/2021;Rezervini;Business;prelabel_accorde;pdf-session;
11/2021;Digital Health Services & Solutions yosri ben salah;Wellness;prelabel_accorde;pdf-session;societe_non_identifiee
11/2021;Vardoc;Wellness;prelabel_accorde;pdf-session;
11/2021;Halonursery;Agritech;prelabel_accorde;pdf-session;fondateurs_ambigus
11/2021;IGREEN;Environment;label_refuse;pdf-session;
11/2021;SOLFA;Wellness;label_refuse;pdf-session;
11/2021;GARK;Wellness;label_accorde;pdf-session;fondateurs_ambigus
11/2021;DORRY BIO;;label_accorde;pdf-session;fondateurs_ambigus
11/2021;S S S INNOVATION;;label_accorde;pdf-session;fondateurs_ambigus
11/2021;Flexiolar;;label_accorde;pdf-session;fondateurs_ambigus
11/2021;Luceor Labs;Services;label_accorde;pdf-session;fondateurs_ambigus
11/2021;Proway CONNECT;Services;label_accorde;pdf-session;fondateurs_ambigus
11/2021;BIESSA AUTO;;label_accorde;pdf-session;
11/2022;VB SMART;;label_accorde;pdf-session;
11/2022;Foodoo Nutrition;Foodtech;label_accorde;pdf-session;
11/2022;Relead;Ad Tech And Creative Tech;label_accorde;pdf-session;fondateurs_absents
11/2022;AMAL XR;Healthtech;label_accorde;pdf-session;
11/2022;Arkan;Commerce And Shopping;label_accorde;pdf-session;
11/2022;Shape;Edtech;label_accorde;pdf-session;
11/2022;Elokencia;Services;label_accorde;pdf-session;
11/2022;Mon Ingénieur Express;Business;label_accorde;pdf-session;
11/2022;Rendez vous;Consumer Products And Services;label_accorde;pdf-session;
11/2022;DeepAI;Ad Tech And Creative Tech;prelabel_accorde;pdf-session;
11/2022;YARI;Healthtech;prelabel_accorde;pdf-session;
11/2022;IZICLAIM;Fintech;prelabel_accorde;pdf-session;
11/2022;FeedIn;Agritech;prelabel_accorde;pdf-session;
11/2022;Firma Solutions;Agritech;prelabel_accorde;pdf-session;
11/2022;Planet Dev;Social Business;prelabel_accorde;pdf-session;
11/2022;Flexipik;Services;prelabel_accorde;pdf-session;
11/2022;OTOSPEX;Business Software And Services;prelabel_accorde;pdf-session;
11/2022;ID grouping&connect;Healthtech;prelabel_accorde;pdf-session;
11/2022;PRO'FIT;Consumer Products And Services;prelabel_accorde;pdf-session;
11/2022;Dentallx;Healthtech;label_refuse;pdf-session;
11/2022;EPI GreenVision;Environment;label_refuse;pdf-session;
11/2022;Plateformance;Business Software And Services;label_refuse;pdf-session;
11/2022;FTM;Ad Tech And Creative Tech;label_refuse;pdf-session;
11/2022;MIZZA;Business Software And Services;label_refuse;pdf-session;
11/2022;Stardust.tn;Commerce And Shopping;prelabel_refuse;pdf-session;
11/2022;Smart Factory;;prelabel_refuse;pdf-session;
11/2022;tracetech;;prelabel_refuse;pdf-session;
11/2022;D-carte solutions;Business;label_accorde;pdf-session;
11/2022;Ste BITAQA TN Wisevision Artificial Intelligence Technologies;Business;label_accorde;pdf-session;
11/2022;ITOps Bridge;Business;label_accorde;pdf-session;
11/2022;SOUGUI E-SHOP;Commerce And Shopping;label_accorde;pdf-session;
11/2022;Watto;Fintech;label_accorde;pdf-session;"fondateurs_ambigus;societe_reconstruite"
11/2022;Deltabionic;;label_accorde;pdf-session;
11/2022;STE OCEANUSTART;Environment;label_accorde;pdf-session;
11/2023;Leadership 4.0;Business Software And Services;label_accorde;pdf-session;
11/2023;ApiShield;Agritech;label_accorde;pdf-session;
11/2023;Au delà du Bio;Agritech;label_accorde;pdf-session;
11/2023;ProtiBox / Kosmos Tech;Agritech;label_accorde;pdf-session;
11/2023;Innovation;;inconnu;pdf-session;"resultat_manquant;secteur_absent;decision_inconnue"
11/2023;CarNet;Mobility;prelabel_accorde;pdf-session;
11/2023;NeuralBey;Business Software And Services;prelabel_accorde;pdf-session;
11/2023;BE-SIYESSAH;Ad Tech And Creative Tech;prelabel_accorde;pdf-session;
11/2023;Intake;Healthtech;prelabel_accorde;pdf-session;fondateurs_ambigus
11/2023;BRAIN-TEK;Business Software And Services;prelabel_accorde;pdf-session;
11/2023;Digital Catering Solution;Business Software And Services;prelabel_accorde;pdf-session;
11/2023;Deelshop;Consumer Products And Services;prelabel_accorde;pdf-session;
11/2023;K-EYES;Business Software And Services;label_refuse;pdf-session;
11/2023;BRIDGE IT;Business Software And Services;label_refuse;pdf-session;
11/2023;DourbIA;Traveltech;prelabel_refuse;pdf-session;
11/2023;Vocalyst;Business Software And Services;prelabel_refuse;pdf-session;
11/2023;STOREX;Business Software And Services;prelabel_refuse;pdf-session;
11/2023;X-Green;Mobility;prelabel_refuse;pdf-session;
11/2023;WeeCode Development withe shark kayak;Edtech;prelabel_refuse;pdf-session;fondateurs_ambigus
11/2023;BuzzBip LES ÉDITIONS IRIS;Ad Tech And Creative Tech;prelabel_refuse;pdf-session;
11/2023;BIM STRATEGY;Real Estate Tech;prelabel_refuse;pdf-session;
11/2023;TestWize;Business Software And Services;prelabel_refuse;pdf-session;
11/2023;Mntly;Foodtech;prelabel_refuse;pdf-session;
11/2023;VRmersion;Healthtech;prelabel_refuse;pdf-session;
11/2023;agazone;Agritech;prelabel_refuse;pdf-session;
11/2023;GAMAPPS;Environment;label_accorde;pdf-session;fondateurs_ambigus
11/2023;ORcompost solutions;Agritech;label_accorde;pdf-session;fondateurs_ambigus
11/2023;naturelles;Business;inconnu;pdf-session;"resultat_manquant;decision_inconnue"
11/2023;United VITO;;label_accorde;pdf-session;fondateurs_ambigus
11/2023;Skinphilosophy;Wellness;label_accorde;pdf-session;fondateurs_ambigus
11/2023;MultiVerse Ai Société internationale d'élevages des espèces nutri protein;;label_accorde;pdf-session;fondateurs_ambigus
11/2023;FORCE DE VENTE DIGITAL;;label_accorde;pdf-session;fondateurs_ambigus
11/2023;ONEGLOBB;;label_accorde;pdf-session;
11/2023;Société;;inconnu;pdf-session;"societe_parasite;decision_inconnue;societe_non_identifiee"
11/2023;EZZAYRA SOLUTIONS Agritech TAKI ACADEMY Edtech MedilSys;Agritech;label_refuse;pdf-session;"secteur_absent;societe_non_identifiee"
11/2023;Tunisie Compagnie;;label_refuse;pdf-session;fondateurs_ambigus
11/2023;Commerce & shopping;E Commerce;label_refuse;pdf-session;"secteur_absent;fondateurs_ambigus;societe_reconstruite"
11/2023;Quantylix R&D Fintech;Fintech;label_refuse;pdf-session;"fondateurs_absents;secteur_absent;societe_non_identifiee"
11/2024;esteps Health;Healthtech;label_accorde;pdf-session;
